Date,driver_number,start_point,end_point,distance_travelled,speed,start_time,end_time,driver_rating,fare_amount,weather_conditions,traffic_conditions,payment_method,passenger_count,duration,route_taken
06/12/2026,8,358 Crownhardt Pass,918 Grim Terrace,35.81,100.75,7/6/2022,6/28/2022,4.1,74.83,sunny,heavy,credit card,2,122,city streets
06/12/2026,1,9606 Stuart Point,18834 Lerdahl Alley,12.28,43.54,6/13/2022,7/11/2022,3.7,86.74,snowy,heavy,cash,4,439,city streets
06/12/2026,6,34343 Florence Point,0 Luster Lane,47.21,146.03,6/2/2022,6/28/2022,3.1,27.99,cloudy,heavy,credit card,5,175,back roads
06/12/2026,8,33158 Fair Oaks Terrace,39567 Little Fleur Way,1.21,15.71,4/14/2022,8/25/2022,1.2,43.04,snowy,moderate,mobile payment,1,514,back roads
06/12/2026,7,880 Bobwhite Point,7 Fremont Road,2.27,76.72,9/7/2022,4/14/2022,1.2,78.39,cloudy,heavy,credit card,4,500,back roads
06/12/2026,2,54 Jenna Pass,0 Main Junction,40.14,141.85,2/20/2022,2/14/2022,4.6,67.5,cloudy,light,cash,1,56,highway
06/12/2026,3,2169 Kennedy Lane,44668 Miller Alley,5.89,36.49,4/27/2022,2/13/2022,4.4,29.21,snowy,light,mobile payment,4,133,back roads
06/12/2026,2,4 Carpenter Trail,6 Mcbride Crossing,42.84,48.92,1/13/2022,4/17/2022,2.1,61.31,cloudy,light,credit card,2,520,back roads
06/12/2026,5,85 Iowa Point,215 Gulseth Lane,2.13,88.7,2/6/2022,10/7/2022,4.1,37.08,sunny,light,cash,4,516,city streets
06/12/2026,2,238 Fremont Point,09 Monument Avenue,41.42,12.26,6/28/2022,8/28/2022,4.1,51.79,cloudy,moderate,cash,5,246,city streets
06/12/2026,3,582 Tennessee Point,33651 Petterle Pass,5.07,113.14,6/11/2022,3/14/2022,3.9,38.1,sunny,heavy,mobile payment,1,172,back roads
06/12/2026,1,8696 5th Hill,815 Farwell Plaza,26.34,103.11,8/2/2022,2/24/2022,4.8,72.7,snowy,light,credit card,4,231,highway
06/12/2026,2,5 Laurel Avenue,91 Pennsylvania Point,32.84,82.38,8/26/2022,6/24/2022,3.2,24.83,cloudy,light,credit card,5,259,back roads
06/12/2026,3,47 Melody Street,605 Nelson Terrace,44.68,6.87,1/3/2022,1/24/2022,4.4,7.57,sunny,heavy,credit card,4,240,highway
06/12/2026,8,63 Washington Park,92870 Loeprich Center,3.47,136.54,6/10/2022,7/2/2022,3.7,46.69,cloudy,heavy,mobile payment,4,412,back roads
06/12/2026,5,77 Cody Crossing,67409 Lighthouse Bay Lane,35.2,117.73,8/25/2022,10/12/2022,2.0,40.94,sunny,light,mobile payment,5,577,back roads
06/12/2026,2,63 Ryan Avenue,26 Glendale Pass,21.6,82.82,1/20/2022,1/11/2022,1.6,86.56,sunny,heavy,mobile payment,1,161,city streets
06/12/2026,1,1520 Lerdahl Street,95710 Wayridge Crossing,24.01,46.26,4/27/2022,7/27/2022,1.5,77.39,snowy,moderate,mobile payment,5,408,city streets
06/12/2026,8,3 Forest Hill,216 Prentice Hill,11.37,34.23,6/15/2022,7/19/2022,3.7,71.36,snowy,moderate,credit card,1,327,city streets
06/12/2026,7,41909 Dakota Parkway,4772 Hollow Ridge Drive,13.79,139.3,2/14/2022,11/3/2022,4.8,28.96,cloudy,moderate,credit card,4,24,city streets
06/12/2026,1,60 Sherman Park,64 Dixon Place,9.22,76.54,9/11/2022,5/31/2022,1.3,23.03,snowy,heavy,mobile payment,2,281,city streets
06/12/2026,1,939 Mifflin Road,84221 Everett Trail,5.72,146.11,3/13/2022,9/21/2022,3.3,66.8,snowy,moderate,credit card,2,579,back roads
06/12/2026,3,20648 Duke Crossing,53 Esch Center,48.43,46.16,8/5/2022,10/31/2022,4.1,14.76,sunny,moderate,mobile payment,2,432,back roads
06/12/2026,4,092 Harbort Alley,2260 Crest Line Road,25.41,86.66,5/6/2022,7/13/2022,4.2,10.05,snowy,heavy,credit card,5,452,city streets
06/12/2026,2,0 Annamark Crossing,86175 Mockingbird Point,30.97,125.11,5/4/2022,2/24/2022,3.7,7.06,snowy,moderate,mobile payment,3,124,back roads
06/12/2026,7,0 Continental Center,50 Dwight Road,9.88,51.89,5/7/2022,5/1/2022,3.4,28.97,snowy,heavy,credit card,5,106,highway
06/12/2026,2,264 Doe Crossing Parkway,62971 Debra Street,38.25,106.7,2/15/2022,3/7/2022,3.5,2.37,snowy,moderate,credit card,2,330,back roads
06/12/2026,2,440 Cardinal Center,22 Schlimgen Way,13.74,51.52,1/16/2022,5/6/2022,4.7,85.29,cloudy,light,mobile payment,1,366,city streets
06/12/2026,7,8 Marcy Pass,3 Lillian Point,18.49,117.84,1/24/2022,10/30/2022,1.8,82.06,snowy,moderate,credit card,3,64,city streets
06/12/2026,2,87120 Prentice Pass,13 Maywood Street,3.36,46.58,6/5/2022,4/8/2022,3.9,64.87,cloudy,moderate,credit card,2,263,back roads
06/12/2026,8,18814 Clove Park,8783 Macpherson Junction,39.01,6.64,6/4/2022,8/7/2022,2.9,59.03,sunny,moderate,credit card,5,210,highway
06/12/2026,8,19 Nova Alley,55 Park Meadow Alley,4.71,134.01,5/28/2022,8/31/2022,4.1,90.64,sunny,light,credit card,5,515,highway
06/12/2026,3,170 Rusk Plaza,8896 Birchwood Center,2.87,91.54,8/2/2022,1/29/2022,1.6,68.71,cloudy,moderate,mobile payment,3,126,highway
06/12/2026,3,085 Arkansas Pass,7743 Park Meadow Point,7.63,58.71,1/5/2022,2/25/2022,4.6,88.03,snowy,heavy,cash,2,3,city streets
06/12/2026,7,8211 Annamark Center,72 Michigan Trail,11.26,131.37,6/9/2022,6/21/2022,1.4,5.15,sunny,light,credit card,1,479,back roads
06/12/2026,2,59 Rieder Drive,858 Heath Court,44.82,4.83,5/22/2022,4/24/2022,4.5,10.66,sunny,heavy,credit card,3,324,highway
06/12/2026,4,28139 Hauk Point,57 Gina Point,8.07,41.09,2/13/2022,1/31/2022,1.3,38.33,cloudy,moderate,credit card,1,131,highway
06/12/2026,9,61252 North Trail,4693 Waubesa Crossing,0.43,45.86,4/15/2022,6/20/2022,4.4,73.6,snowy,light,mobile payment,4,49,back roads
06/12/2026,8,98 Sheridan Park,8332 Sauthoff Parkway,16.28,31.58,8/20/2022,1/9/2022,2.5,65.83,cloudy,light,credit card,3,527,back roads
06/12/2026,7,5857 Declaration Crossing,741 Paget Junction,42.82,84.4,7/12/2022,9/1/2022,4.2,98.21,snowy,moderate,mobile payment,2,309,back roads
06/12/2026,3,44 Duke Street,2 Dawn Trail,0.85,0.66,1/26/2022,3/9/2022,1.4,12.54,sunny,moderate,credit card,1,405,highway
06/12/2026,5,959 Superior Circle,6 American Ash Lane,45.95,113.32,4/28/2022,3/7/2022,1.1,2.34,snowy,heavy,credit card,2,215,city streets
06/12/2026,7,03 Sachs Court,51 Victoria Lane,20.94,78.12,7/23/2022,6/6/2022,4.9,29.78,sunny,moderate,credit card,4,68,highway
06/12/2026,7,7970 Thackeray Circle,28 Manley Court,3.89,42.98,6/23/2022,4/20/2022,1.4,90.82,cloudy,light,credit card,4,385,city streets
06/12/2026,1,9968 Old Gate Place,13799 Loftsgordon Court,0.24,69.43,8/13/2022,1/30/2022,1.0,84.8,snowy,light,credit card,1,406,highway
06/12/2026,4,3 Blue Bill Park Court,7 Nancy Park,23.4,116.22,8/12/2022,6/12/2022,4.0,99.66,sunny,moderate,cash,3,362,highway
06/12/2026,1,780 Coolidge Hill,480 Browning Road,44.22,98.44,7/31/2022,11/5/2022,4.6,64.13,cloudy,light,cash,1,99,city streets
06/12/2026,5,49 Sage Park,38 Maple Circle,34.59,114.88,4/19/2022,3/25/2022,3.3,0.88,sunny,moderate,credit card,5,382,highway
06/12/2026,3,2880 Buell Parkway,05 Corben Plaza,47.13,49.69,1/23/2022,6/21/2022,2.2,48.96,cloudy,moderate,cash,2,222,city streets
06/12/2026,9,27 Longview Parkway,4 Union Point,26.84,45.85,6/16/2022,9/26/2022,1.0,50.94,cloudy,moderate,cash,2,282,back roads
06/12/2026,5,575 6th Lane,8 Express Parkway,17.16,37.74,8/26/2022,4/25/2022,2.3,96.29,snowy,moderate,cash,3,84,highway
06/12/2026,9,493 Debra Circle,5269 Golf Drive,1.5,29.18,7/23/2022,4/24/2022,3.7,99.58,cloudy,light,cash,2,294,highway
06/12/2026,2,47510 Stuart Trail,805 Service Circle,32.56,125.55,7/29/2022,4/24/2022,1.5,40.87,snowy,heavy,credit card,5,131,city streets
06/12/2026,5,8 Express Alley,0 Thackeray Pass,27.24,2.56,1/4/2022,3/11/2022,3.0,58.03,snowy,light,credit card,2,122,back roads
06/12/2026,6,469 Anthes Way,7933 Arrowood Alley,10.61,134.79,9/14/2022,8/18/2022,3.6,84.35,snowy,heavy,mobile payment,1,524,highway
06/12/2026,8,035 Donald Pass,7 Sullivan Center,40.2,118.13,9/9/2022,7/22/2022,1.3,26.01,sunny,heavy,credit card,2,261,city streets
06/12/2026,4,110 Cambridge Lane,78225 American Ash Alley,4.76,5.55,8/5/2022,2/17/2022,1.4,83.5,snowy,moderate,mobile payment,1,202,back roads
06/12/2026,7,37 Mifflin Place,2996 Old Shore Alley,18.52,105.3,8/23/2022,9/21/2022,1.6,78.13,sunny,light,cash,3,212,city streets
06/12/2026,2,55 Buena Vista Place,50822 Schiller Center,20.51,16.48,3/30/2022,9/15/2022,2.6,96.72,cloudy,moderate,cash,2,527,city streets
06/12/2026,9,6 New Castle Hill,95 Golden Leaf Parkway,47.27,84.94,1/5/2022,3/17/2022,4.4,52.67,cloudy,heavy,credit card,4,525,back roads
06/12/2026,5,933 Ridgeway Avenue,563 Dottie Plaza,49.65,36.09,2/13/2022,11/4/2022,2.3,73.0,cloudy,light,credit card,5,220,city streets
06/12/2026,7,8 John Wall Avenue,127 Sullivan Pass,27.85,73.83,3/5/2022,5/3/2022,1.9,11.81,snowy,heavy,credit card,1,377,highway
06/12/2026,2,3870 Bowman Junction,49 Transport Lane,43.82,49.37,9/1/2022,8/29/2022,2.7,95.71,sunny,heavy,credit card,4,307,highway
06/12/2026,4,78 Vernon Pass,2976 Buena Vista Drive,36.93,7.06,1/25/2022,8/19/2022,2.0,51.2,sunny,moderate,credit card,1,40,back roads
06/12/2026,9,398 Stephen Junction,92 Kings Trail,46.73,90.56,4/7/2022,4/6/2022,3.3,53.13,cloudy,heavy,cash,4,352,highway
06/12/2026,9,1513 Pond Parkway,392 Dryden Circle,7.19,138.24,2/20/2022,3/20/2022,1.4,8.67,sunny,heavy,mobile payment,2,582,city streets
06/12/2026,3,36 Carey Plaza,75529 Hollow Ridge Plaza,29.68,51.7,3/9/2022,10/8/2022,2.7,5.03,cloudy,heavy,credit card,3,455,highway
06/12/2026,8,85 Mandrake Point,33 Union Road,17.86,76.97,2/13/2022,9/21/2022,1.9,46.72,sunny,moderate,cash,2,422,highway
06/12/2026,1,833 Heffernan Terrace,090 Russell Way,4.83,31.4,8/16/2022,2/10/2022,2.4,76.55,snowy,moderate,mobile payment,3,102,city streets
06/12/2026,5,69639 Gerald Junction,6254 Nancy Point,4.6,112.61,1/5/2022,7/7/2022,4.5,55.97,snowy,moderate,credit card,3,295,city streets
06/12/2026,6,3 Lighthouse Bay Place,499 Lakewood Lane,2.33,122.28,8/26/2022,8/28/2022,1.9,0.47,cloudy,moderate,mobile payment,1,306,back roads
06/12/2026,1,4 Stuart Park,30027 Pierstorff Crossing,18.23,128.28,7/9/2022,9/13/2022,4.8,89.41,sunny,heavy,mobile payment,4,517,back roads
06/12/2026,8,745 Gulseth Trail,3304 Chinook Circle,1.1,116.78,3/20/2022,7/9/2022,4.7,58.69,snowy,heavy,mobile payment,5,550,highway
06/12/2026,6,013 Lerdahl Trail,46 Cody Junction,49.83,52.75,1/9/2022,9/5/2022,4.5,11.46,cloudy,light,cash,1,314,back roads
06/12/2026,4,94 Straubel Road,551 Park Meadow Place,49.82,8.29,7/26/2022,9/15/2022,4.0,25.84,cloudy,light,cash,2,335,highway
06/12/2026,9,8753 Reinke Alley,686 Stoughton Point,42.11,146.06,7/10/2022,3/22/2022,2.3,37.98,cloudy,moderate,mobile payment,4,509,highway
06/12/2026,3,14 Bellgrove Point,690 Johnson Drive,21.96,92.64,6/28/2022,8/7/2022,4.2,56.71,snowy,moderate,credit card,4,518,highway
06/12/2026,4,04080 Fulton Court,90758 Utah Road,5.75,131.9,6/29/2022,10/17/2022,3.8,78.72,snowy,light,credit card,5,173,city streets
06/12/2026,2,62 Kim Center,7 Hayes Pass,6.66,76.9,9/1/2022,9/27/2022,4.1,20.92,sunny,heavy,cash,4,353,highway
06/12/2026,2,60 Old Shore Parkway,6 Northport Circle,25.06,95.93,6/15/2022,8/2/2022,4.6,69.78,snowy,moderate,credit card,2,438,city streets
06/12/2026,1,77 Almo Center,30136 Brown Drive,36.73,83.82,1/24/2022,5/29/2022,1.6,70.93,snowy,heavy,credit card,3,15,highway
06/12/2026,6,37820 Lighthouse Bay Point,805 Blaine Point,43.14,66.52,7/15/2022,4/27/2022,2.0,15.8,sunny,moderate,credit card,5,212,highway
06/12/2026,9,44 Village Circle,361 Scofield Road,2.26,146.72,7/23/2022,10/24/2022,2.6,5.4,snowy,light,mobile payment,3,399,city streets
06/12/2026,8,1 Anhalt Alley,5128 Forest Dale Road,7.04,91.82,1/16/2022,9/14/2022,1.8,34.61,cloudy,heavy,credit card,3,126,city streets
06/12/2026,3,5380 Raven Trail,09 Thompson Court,11.55,102.52,6/8/2022,4/3/2022,4.9,11.41,snowy,light,cash,4,435,highway
06/12/2026,5,08656 Weeping Birch Parkway,264 Vernon Circle,41.53,29.92,5/28/2022,6/5/2022,4.5,70.98,sunny,moderate,cash,4,280,city streets
06/12/2026,8,509 Paget Court,7499 Arapahoe Drive,3.83,96.57,6/7/2022,5/13/2022,3.2,80.99,sunny,light,credit card,2,126,highway
06/12/2026,3,3 Mandrake Way,382 Little Fleur Hill,2.66,112.27,1/19/2022,4/10/2022,4.4,25.07,snowy,light,mobile payment,1,480,back roads
06/12/2026,9,1635 Schurz Avenue,73 Lighthouse Bay Trail,37.54,124.54,2/10/2022,1/16/2022,3.0,64.09,sunny,moderate,credit card,2,158,back roads
06/12/2026,4,69 Little Fleur Avenue,877 Killdeer Plaza,7.27,85.87,2/18/2022,4/28/2022,2.0,72.44,snowy,heavy,cash,1,105,highway
06/12/2026,4,0953 Harper Plaza,96281 Corry Parkway,16.02,31.67,3/25/2022,2/4/2022,4.5,35.32,snowy,heavy,credit card,2,397,city streets
06/12/2026,6,7106 Hermina Circle,27122 Shelley Place,9.8,95.23,3/22/2022,8/4/2022,1.4,11.65,sunny,light,cash,5,103,highway
06/12/2026,5,66 Oxford Junction,41616 Green Plaza,24.95,96.42,7/24/2022,6/1/2022,2.5,19.05,cloudy,heavy,credit card,4,104,highway
06/12/2026,9,3073 Leroy Avenue,39 Merchant Pass,28.87,134.18,6/16/2022,8/22/2022,2.1,77.29,snowy,heavy,credit card,5,334,highway
06/12/2026,1,4 Gerald Lane,32174 Forest Run Hill,42.01,54.07,1/19/2022,2/10/2022,2.7,72.49,sunny,heavy,cash,5,435,city streets
06/12/2026,2,9 Tennyson Center,56 Monica Street,41.57,106.0,2/5/2022,9/27/2022,3.4,27.85,sunny,heavy,cash,5,68,highway
06/12/2026,8,8150 Village Green Junction,771 Roxbury Place,24.75,50.64,5/21/2022,6/17/2022,4.4,30.74,sunny,heavy,cash,5,583,city streets
06/12/2026,1,27 Clemons Road,92 Waxwing Plaza,31.24,147.34,6/27/2022,3/12/2022,4.6,69.45,snowy,light,mobile payment,5,20,city streets
06/12/2026,5,05 Pierstorff Circle,94671 Lotheville Avenue,43.07,48.93,7/4/2022,1/25/2022,1.1,95.18,sunny,light,credit card,3,326,city streets
06/12/2026,4,3 Mockingbird Plaza,9806 Doe Crossing Road,24.43,102.95,4/7/2022,8/17/2022,3.7,49.6,snowy,moderate,credit card,2,165,highway
06/12/2026,9,8419 Towne Pass,7128 Stoughton Circle,20.83,23.08,7/11/2022,5/6/2022,4.6,35.07,cloudy,heavy,cash,2,109,back roads
06/12/2026,1,755 Upham Hill,0027 Hanson Point,7.64,133.3,3/16/2022,7/23/2022,3.7,23.75,cloudy,moderate,cash,3,454,city streets
06/12/2026,9,597 Hayes Parkway,2 Glacier Hill Hill,34.38,53.05,9/13/2022,10/14/2022,4.1,60.22,sunny,light,cash,1,427,highway
06/12/2026,5,8 Mesta Road,2 Sullivan Street,26.69,35.7,9/1/2022,7/3/2022,1.5,39.62,cloudy,moderate,mobile payment,2,247,city streets
06/12/2026,1,26914 Maywood Circle,992 Muir Alley,29.53,82.22,8/19/2022,9/17/2022,4.7,59.46,cloudy,heavy,mobile payment,4,419,back roads
06/12/2026,4,5 Manitowish Street,84759 Tennessee Trail,42.63,102.7,3/4/2022,10/27/2022,4.6,6.55,cloudy,heavy,mobile payment,1,64,back roads
06/12/2026,2,1 Mesta Drive,32876 Pond Point,26.27,118.06,8/25/2022,10/11/2022,3.4,47.59,snowy,moderate,mobile payment,4,1,back roads
06/12/2026,5,2381 Annamark Terrace,4 Kennedy Avenue,27.96,47.36,2/14/2022,3/18/2022,2.0,35.51,snowy,light,cash,2,226,city streets
06/12/2026,2,284 Hoepker Alley,27 Hanson Park,25.86,105.33,8/29/2022,3/9/2022,2.6,30.73,snowy,light,cash,5,329,back roads
06/12/2026,5,01090 Killdeer Terrace,7 Carberry Lane,31.86,113.07,4/12/2022,1/30/2022,2.3,22.0,snowy,heavy,credit card,5,398,highway
06/12/2026,2,2944 Florence Avenue,40962 Autumn Leaf Lane,41.72,48.01,5/4/2022,6/2/2022,1.5,79.05,snowy,light,credit card,3,353,back roads
06/12/2026,3,180 Starling Crossing,04 Kropf Circle,15.8,60.45,4/5/2022,11/1/2022,1.2,87.33,snowy,light,cash,1,44,back roads
06/12/2026,8,1829 Spenser Avenue,90415 Carey Way,40.54,3.79,4/14/2022,4/15/2022,1.8,79.35,snowy,light,mobile payment,4,346,highway
06/12/2026,6,69 Texas Trail,9 Northridge Street,12.64,65.4,7/18/2022,10/1/2022,1.2,55.21,cloudy,heavy,cash,4,386,city streets
06/12/2026,4,5 Bonner Parkway,31 Columbus Junction,20.65,103.24,7/2/2022,7/19/2022,1.3,33.7,snowy,light,mobile payment,2,456,city streets
06/12/2026,5,3500 Northfield Avenue,92903 Barby Hill,28.48,31.16,5/30/2022,9/22/2022,3.8,54.78,cloudy,heavy,cash,4,561,city streets
06/12/2026,9,021 Northport Road,247 Vera Place,4.68,4.29,8/30/2022,6/5/2022,3.9,89.73,sunny,heavy,mobile payment,4,225,back roads
06/12/2026,7,7 Mayer Parkway,5651 Marcy Drive,47.6,1.85,3/29/2022,9/11/2022,1.4,86.43,cloudy,heavy,credit card,1,309,back roads
06/12/2026,2,71208 Arizona Lane,96523 Waxwing Lane,5.82,2.03,9/16/2022,9/26/2022,1.3,97.98,snowy,heavy,credit card,4,339,back roads
06/12/2026,2,43 Lighthouse Bay Junction,0 Schiller Hill,38.92,95.8,5/5/2022,10/7/2022,2.8,92.5,snowy,light,cash,2,71,city streets
06/12/2026,4,88975 Montana Circle,76880 Corben Trail,49.72,108.89,4/2/2022,1/16/2022,1.8,86.05,snowy,heavy,credit card,3,393,highway
06/12/2026,3,10306 Loeprich Street,755 Butternut Point,27.25,128.13,8/2/2022,4/17/2022,3.2,17.02,cloudy,light,mobile payment,2,214,highway
06/12/2026,8,68 Shopko Lane,39 Doe Crossing Pass,42.89,3.14,5/7/2022,2/18/2022,4.7,96.37,sunny,light,mobile payment,1,28,city streets
06/12/2026,4,56081 Kennedy Drive,6 Village Drive,22.49,81.76,1/24/2022,8/12/2022,4.1,12.6,snowy,heavy,credit card,3,460,city streets
06/12/2026,4,96 Straubel Way,51546 Transport Junction,2.06,126.68,6/26/2022,5/7/2022,2.6,19.99,cloudy,light,cash,4,584,highway
06/12/2026,1,2 Huxley Center,6565 Heath Park,20.38,75.06,3/23/2022,1/18/2022,2.0,93.13,snowy,moderate,credit card,1,395,back roads
06/12/2026,7,2 Donald Plaza,0917 Schurz Center,25.21,2.81,8/4/2022,4/28/2022,3.6,54.45,snowy,heavy,mobile payment,5,467,highway
06/12/2026,7,6 Farragut Trail,49956 Center Terrace,35.67,50.09,1/2/2022,7/18/2022,4.2,68.19,sunny,light,cash,2,120,back roads
06/12/2026,1,0 Dayton Lane,502 Maywood Center,38.34,100.49,9/3/2022,5/9/2022,2.4,78.04,sunny,light,cash,3,459,back roads
06/12/2026,3,219 Lake View Plaza,2 Iowa Park,13.16,108.31,4/14/2022,6/17/2022,1.7,25.96,snowy,moderate,mobile payment,1,210,back roads
06/12/2026,8,6 Granby Crossing,44 Bashford Trail,16.93,11.65,7/26/2022,6/13/2022,1.1,15.01,snowy,moderate,mobile payment,4,139,back roads
06/12/2026,2,59732 Fairfield Crossing,067 Loftsgordon Junction,9.1,22.33,5/13/2022,8/31/2022,3.6,12.36,cloudy,moderate,cash,2,320,city streets
06/12/2026,2,87 Washington Plaza,2396 Talisman Trail,2.55,46.37,5/4/2022,8/23/2022,1.8,38.09,cloudy,light,mobile payment,1,522,city streets
06/12/2026,4,0 Shasta Parkway,49756 Surrey Circle,29.31,116.27,1/16/2022,5/13/2022,1.8,34.33,snowy,heavy,credit card,5,400,highway
06/12/2026,7,758 Ruskin Park,296 Karstens Center,28.03,24.77,7/3/2022,10/23/2022,3.3,99.39,cloudy,moderate,credit card,3,164,back roads
06/12/2026,9,9089 Hermina Terrace,67 7th Circle,38.07,88.43,5/10/2022,5/24/2022,4.8,42.05,sunny,moderate,mobile payment,1,30,highway
06/12/2026,9,85870 Summit Pass,116 Buell Lane,40.68,131.98,2/5/2022,5/2/2022,4.0,49.34,sunny,light,cash,1,397,city streets
06/12/2026,4,8342 Dexter Center,21 Pleasure Lane,8.52,127.85,8/26/2022,10/3/2022,4.3,28.58,cloudy,heavy,cash,5,16,city streets
06/12/2026,7,56 Monica Center,1 Mandrake Point,40.92,81.32,5/30/2022,4/4/2022,3.5,31.59,sunny,light,credit card,2,215,city streets
06/12/2026,8,26681 Veith Avenue,509 West Point,45.36,83.06,8/10/2022,8/23/2022,4.6,2.25,snowy,light,mobile payment,1,1,city streets
06/12/2026,4,5834 Blaine Junction,61 6th Hill,35.9,4.78,4/12/2022,6/11/2022,4.2,59.73,sunny,moderate,credit card,5,45,highway
06/12/2026,3,76546 Northfield Park,75 Forest Run Terrace,29.75,140.89,5/31/2022,4/18/2022,1.5,24.5,snowy,moderate,credit card,5,242,back roads
06/12/2026,1,45343 Forster Park,9669 Hoffman Parkway,27.2,73.02,1/22/2022,6/15/2022,3.7,37.7,snowy,moderate,credit card,1,537,highway
06/12/2026,2,8129 3rd Drive,9 Clemons Circle,46.93,97.08,7/20/2022,5/4/2022,2.3,25.25,sunny,heavy,mobile payment,5,335,back roads
06/12/2026,3,450 Sutteridge Way,23 Starling Road,25.19,94.43,8/27/2022,4/17/2022,4.4,5.88,cloudy,heavy,cash,5,297,back roads
06/12/2026,6,0176 Raven Hill,620 Lighthouse Bay Point,31.89,112.72,3/25/2022,4/23/2022,4.4,63.3,sunny,heavy,mobile payment,2,207,back roads
06/12/2026,2,86 Onsgard Street,82991 Oriole Junction,28.45,20.46,4/28/2022,8/7/2022,3.1,11.81,snowy,heavy,mobile payment,2,449,back roads
06/12/2026,7,4944 New Castle Street,03 Oak Valley Crossing,42.41,10.28,1/8/2022,10/19/2022,1.4,40.78,sunny,light,mobile payment,4,301,back roads
06/12/2026,2,8 Scoville Park,0 Crest Line Junction,44.6,57.29,8/31/2022,8/27/2022,1.3,30.67,cloudy,moderate,cash,4,67,city streets
06/12/2026,5,83 Lyons Hill,51 Logan Alley,33.71,91.92,1/19/2022,6/14/2022,4.7,7.2,sunny,heavy,mobile payment,1,408,highway
06/12/2026,9,044 Golf Course Court,7305 Anderson Junction,36.89,8.0,5/1/2022,9/25/2022,1.3,84.11,sunny,heavy,cash,1,108,city streets
06/12/2026,9,02429 Dayton Trail,32133 Lien Plaza,41.41,16.73,7/27/2022,9/23/2022,3.4,17.42,sunny,heavy,credit card,4,331,back roads
06/12/2026,1,9 Susan Park,175 Anniversary Terrace,12.87,139.52,7/11/2022,2/11/2022,4.2,50.96,cloudy,heavy,cash,3,60,highway
06/12/2026,6,0600 Dayton Pass,5 Sutherland Alley,29.42,65.25,1/9/2022,3/29/2022,3.8,96.85,cloudy,moderate,cash,3,20,back roads
06/12/2026,3,2 School Drive,38 Loftsgordon Point,41.65,89.45,1/24/2022,3/15/2022,5.0,66.64,sunny,heavy,cash,2,33,city streets
06/12/2026,4,414 Sundown Circle,15244 Truax Circle,17.2,65.64,8/19/2022,7/18/2022,4.5,31.78,snowy,heavy,mobile payment,4,370,back roads
06/12/2026,6,8197 Washington Trail,29615 Eagle Crest Road,39.11,28.32,5/23/2022,4/6/2022,4.0,76.34,sunny,heavy,mobile payment,1,223,city streets
06/12/2026,6,445 Debs Alley,14078 Namekagon Road,9.6,106.08,7/21/2022,1/24/2022,2.3,19.13,sunny,moderate,cash,2,190,back roads
06/12/2026,1,59522 Union Park,26 Mosinee Circle,6.27,124.94,9/10/2022,6/15/2022,2.1,8.93,sunny,moderate,mobile payment,2,169,city streets
06/12/2026,5,4 Colorado Plaza,157 Merrick Avenue,13.37,80.19,8/21/2022,10/31/2022,2.8,6.6,cloudy,heavy,cash,1,40,back roads
06/12/2026,9,0330 Dexter Street,3 Carberry Drive,4.47,10.24,2/17/2022,1/17/2022,2.9,12.81,cloudy,light,cash,2,60,city streets
06/12/2026,8,099 Starling Pass,7 Bunting Avenue,25.3,120.8,9/11/2022,8/2/2022,4.9,75.62,snowy,light,cash,1,303,city streets
06/12/2026,7,3 Pierstorff Drive,310 Heath Circle,5.2,6.98,6/6/2022,10/31/2022,1.9,70.94,sunny,moderate,mobile payment,2,282,highway
06/12/2026,5,8943 Hanover Avenue,94331 Warbler Street,4.28,89.94,7/12/2022,2/18/2022,3.2,88.83,snowy,moderate,mobile payment,4,171,highway
06/12/2026,1,9 Novick Place,12098 Golden Leaf Way,29.03,121.31,8/12/2022,1/26/2022,2.9,14.14,cloudy,heavy,credit card,4,178,back roads
06/12/2026,9,5 Hoffman Circle,243 Tennessee Drive,15.55,75.54,7/8/2022,1/13/2022,4.9,63.35,cloudy,light,mobile payment,4,164,city streets
06/12/2026,9,2055 Bonner Court,405 Morningstar Hill,34.73,123.36,2/13/2022,1/23/2022,1.2,44.26,cloudy,moderate,mobile payment,2,180,back roads
06/12/2026,8,9881 Arkansas Plaza,98 Laurel Alley,41.46,134.56,8/6/2022,8/9/2022,2.4,33.89,cloudy,heavy,cash,1,293,city streets
06/12/2026,9,98368 Starling Point,3351 Dryden Point,1.43,64.6,1/6/2022,9/9/2022,2.0,0.62,sunny,moderate,credit card,4,109,highway
06/12/2026,8,51 Hanson Way,24 La Follette Avenue,33.19,131.44,3/2/2022,10/15/2022,2.8,31.07,sunny,moderate,credit card,4,198,back roads
06/12/2026,8,57 Rieder Drive,6 Green Hill,5.65,61.49,1/25/2022,6/20/2022,3.2,29.97,sunny,moderate,cash,4,153,highway
06/12/2026,3,77 John Wall Center,85 Vernon Park,23.62,21.66,3/4/2022,5/11/2022,3.3,68.98,sunny,light,credit card,4,88,city streets
06/12/2026,6,30 Steensland Place,04 Holmberg Parkway,8.64,139.18,4/22/2022,3/30/2022,3.6,20.89,sunny,heavy,mobile payment,3,444,highway
06/12/2026,4,69840 Myrtle Junction,47262 Dawn Drive,5.26,104.13,8/17/2022,7/23/2022,3.8,31.33,cloudy,heavy,cash,5,80,back roads
